event_id,origin_time,latitude,longitude,depth_km,magnitude,mag_type,p_pick_time,s_pick_time,catalog_source
quakeml:eu.emsc/event/20230210_0000152,2023-02-10T08:46:24.900000Z,37.16,36.82,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000150,2023-02-10T08:42:38.300000Z,38.08,36.52,7.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000145,2023-02-10T08:21:03.800000Z,38.1,37.06,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000143,2023-02-10T08:16:15.500000Z,38.08,37.4,7.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000141,2023-02-10T08:05:44.700000Z,38.16,38.23,30.0,3.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000139,2023-02-10T07:57:02.900000Z,38.0,36.63,5.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000135,2023-02-10T07:29:35.500000Z,38.08,38.33,5.0,3.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000130,2023-02-10T07:17:20.800000Z,37.7,38.08,18.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000128,2023-02-10T07:10:41.600000Z,38.01,36.5,2.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000133,2023-02-10T07:04:49.200000Z,37.44,36.77,10.0,4.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000125,2023-02-10T07:01:42.500000Z,38.04,37.55,5.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000124,2023-02-10T06:56:56.000000Z,37.48,37.09,5.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000123,2023-02-10T06:46:48.700000Z,38.17,37.89,3.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000119,2023-02-10T06:41:57.000000Z,38.03,37.43,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000117,2023-02-10T06:35:36.300000Z,38.1,36.98,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000115,2023-02-10T06:27:35.300000Z,38.07,37.17,9.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000113,2023-02-10T06:17:06.300000Z,38.01,37.4,4.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000110,2023-02-10T06:13:56.200000Z,38.21,36.73,3.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000112,2023-02-10T06:07:38.400000Z,38.06,37.49,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000100,2023-02-10T05:28:46.800000Z,38.0,36.6,5.0,3.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000098,2023-02-10T05:24:16.100000Z,37.99,37.43,7.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000095,2023-02-10T05:23:03.400000Z,37.93,37.97,17.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000093,2023-02-10T05:16:44.600000Z,38.2,38.15,3.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000092,2023-02-10T05:11:25.000000Z,38.07,38.47,10.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000087,2023-02-10T05:03:42.400000Z,38.06,37.17,5.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000086,2023-02-10T04:53:50.100000Z,38.09,38.47,3.0,4.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000083,2023-02-10T04:50:23.900000Z,38.22,38.14,10.0,4.7,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000081,2023-02-10T04:40:03.900000Z,37.93,36.44,5.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000077,2023-02-10T04:26:23.900000Z,36.77,36.58,10.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000074,2023-02-10T04:18:02.100000Z,38.11,36.58,7.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000076,2023-02-10T04:11:04.500000Z,38.32,37.32,9.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000071,2023-02-10T03:57:49.100000Z,38.1,38.39,5.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000069,2023-02-10T03:56:04.200000Z,38.15,37.77,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000072,2023-02-10T03:54:16.100000Z,38.08,38.48,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000068,2023-02-10T03:45:22.400000Z,37.92,36.24,5.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000065,2023-02-10T03:39:54.400000Z,38.07,38.28,6.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000058,2023-02-10T03:22:47.500000Z,37.99,36.36,10.0,3.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000059,2023-02-10T03:19:18.000000Z,36.75,36.44,11.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000056,2023-02-10T03:13:07.900000Z,37.2,36.96,11.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000052,2023-02-10T03:10:23.700000Z,38.06,36.63,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000049,2023-02-10T03:05:14.200000Z,38.24,37.35,3.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000047,2023-02-10T03:01:02.700000Z,38.07,36.56,4.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000042,2023-02-10T02:41:47.500000Z,36.98,36.7,10.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000041,2023-02-10T02:37:47.400000Z,36.91,36.55,11.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000040,2023-02-10T02:36:23.000000Z,37.85,36.55,8.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000037,2023-02-10T02:34:31.700000Z,38.07,36.66,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000036,2023-02-10T02:28:16.300000Z,37.88,37.82,20.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000035,2023-02-10T02:23:42.000000Z,38.11,37.78,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000034,2023-02-10T02:12:32.100000Z,37.83,36.64,8.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000032,2023-02-10T02:03:42.500000Z,38.09,38.21,10.0,4.4,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000025,2023-02-10T01:50:59.400000Z,37.89,36.62,10.0,4.7,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000026,2023-02-10T01:48:48.000000Z,38.08,36.6,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000024,2023-02-10T01:47:44.000000Z,38.05,36.54,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000023,2023-02-10T01:44:52.600000Z,37.96,36.86,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000020,2023-02-10T01:28:13.800000Z,37.46,36.97,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000018,2023-02-10T01:20:46.000000Z,37.82,36.45,9.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000019,2023-02-10T01:15:04.000000Z,37.96,36.5,5.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000017,2023-02-10T01:12:19.800000Z,37.33,37.03,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000016,2023-02-10T01:04:10.800000Z,37.96,37.39,4.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000012,2023-02-10T01:01:52.900000Z,38.08,36.55,3.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000014,2023-02-10T00:53:42.400000Z,38.08,37.72,3.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000013,2023-02-10T00:41:53.100000Z,37.54,35.85,12.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000010,2023-02-10T00:39:24.100000Z,37.81,36.47,7.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000011,2023-02-10T00:37:03.900000Z,38.14,36.74,10.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000009,2023-02-10T00:34:12.800000Z,37.32,36.84,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000008,2023-02-10T00:31:03.800000Z,37.83,36.46,4.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000007,2023-02-10T00:27:56.300000Z,38.12,38.44,8.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000015,2023-02-10T00:21:36.800000Z,38.02,37.59,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000005,2023-02-10T00:07:07.800000Z,38.11,36.74,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000002,2023-02-10T00:05:39.300000Z,38.15,36.65,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230210_0000001,2023-02-10T00:01:27.700000Z,38.26,38.23,6.0,3.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000505,2023-02-09T23:48:31.900000Z,38.0,36.51,3.0,3.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000501,2023-02-09T23:41:52.400000Z,38.06,36.5,4.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000499,2023-02-09T23:36:12.800000Z,38.18,37.9,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000497,2023-02-09T23:25:52.800000Z,37.81,37.08,21.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000496,2023-02-09T23:23:36.200000Z,37.86,37.78,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000495,2023-02-09T23:17:47.700000Z,38.19,37.34,3.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000491,2023-02-09T23:11:08.400000Z,37.9,37.81,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000489,2023-02-09T23:09:41.000000Z,37.51,37.17,7.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000487,2023-02-09T23:02:37.800000Z,38.07,36.5,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000488,2023-02-09T23:00:42.900000Z,37.91,36.2,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000486,2023-02-09T22:53:42.900000Z,38.31,37.34,5.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000485,2023-02-09T22:52:06.500000Z,37.39,36.98,6.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000484,2023-02-09T22:44:38.700000Z,38.04,36.51,6.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000483,2023-02-09T22:41:29.700000Z,37.88,36.67,9.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000481,2023-02-09T22:10:39.300000Z,37.98,37.62,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000477,2023-02-09T22:06:40.200000Z,37.08,36.68,10.0,4.2,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000480,2023-02-09T22:01:35.600000Z,37.77,36.49,5.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000509,2023-02-09T21:58:51.900000Z,38.15,37.89,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000475,2023-02-09T21:46:31.000000Z,37.24,36.83,10.0,4.1,mb,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000472,2023-02-09T21:35:47.600000Z,38.09,37.04,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000464,2023-02-09T21:27:30.500000Z,37.29,37.1,6.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000462,2023-02-09T21:22:50.200000Z,38.18,37.85,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000460,2023-02-09T21:21:50.200000Z,38.22,37.87,9.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000459,2023-02-09T21:20:03.800000Z,38.0,37.56,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000458,2023-02-09T21:17:49.400000Z,37.89,36.66,19.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000467,2023-02-09T21:12:57.900000Z,37.47,37.04,7.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000456,2023-02-09T21:02:10.300000Z,37.42,37.04,6.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000455,2023-02-09T20:57:56.900000Z,37.46,37.1,6.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000454,2023-02-09T20:49:04.100000Z,38.25,38.11,8.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000451,2023-02-09T20:45:21.900000Z,38.02,36.5,5.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000449,2023-02-09T20:40:35.100000Z,38.04,37.29,4.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000445,2023-02-09T20:34:57.100000Z,38.06,36.57,4.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000440,2023-02-09T20:25:26.800000Z,37.89,36.26,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000444,2023-02-09T20:20:36.000000Z,38.01,38.27,15.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000438,2023-02-09T20:09:56.200000Z,37.98,36.46,6.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000433,2023-02-09T19:58:33.300000Z,38.13,38.11,7.0,3.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000446,2023-02-09T19:48:41.800000Z,36.97,36.62,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000429,2023-02-09T19:37:45.700000Z,38.01,36.51,3.0,3.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000437,2023-02-09T19:35:08.600000Z,38.3,38.08,5.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000432,2023-02-09T19:32:57.100000Z,38.13,37.9,7.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000431,2023-02-09T19:25:54.800000Z,38.19,38.05,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000443,2023-02-09T19:23:02.800000Z,37.67,37.46,7.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000427,2023-02-09T19:21:04.800000Z,38.02,36.45,3.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000426,2023-02-09T19:18:52.800000Z,38.1,36.5,5.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000425,2023-02-09T19:15:27.100000Z,38.38,36.78,23.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000436,2023-02-09T19:12:00.600000Z,38.05,36.69,8.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000424,2023-02-09T19:10:35.900000Z,38.26,38.08,2.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000418,2023-02-09T19:04:45.400000Z,38.08,36.99,8.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000413,2023-02-09T18:52:33.800000Z,38.12,37.03,5.0,3.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000441,2023-02-09T18:46:36.700000Z,36.63,36.47,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000420,2023-02-09T18:38:50.000000Z,38.12,36.62,8.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000409,2023-02-09T18:36:11.400000Z,37.3,37.08,2.0,3.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000411,2023-02-09T18:30:40.900000Z,38.08,36.51,8.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000414,2023-02-09T18:25:52.200000Z,38.1,37.79,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000410,2023-02-09T18:21:46.500000Z,37.97,36.69,3.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000421,2023-02-09T18:20:20.100000Z,37.71,37.4,10.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000399,2023-02-09T18:05:52.700000Z,38.05,37.2,6.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000403,2023-02-09T18:00:35.700000Z,38.04,36.4,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000391,2023-02-09T17:51:51.000000Z,38.1,36.49,3.0,4.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000388,2023-02-09T17:39:32.900000Z,38.06,36.57,17.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000384,2023-02-09T17:34:37.500000Z,37.51,37.42,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000381,2023-02-09T17:28:11.500000Z,38.16,37.85,22.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000378,2023-02-09T17:20:22.700000Z,37.0,36.42,7.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000373,2023-02-09T17:10:32.100000Z,37.31,37.09,3.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000366,2023-02-09T17:04:26.600000Z,37.97,36.48,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000368,2023-02-09T17:00:35.800000Z,37.44,37.0,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000372,2023-02-09T16:58:40.700000Z,38.02,37.5,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000370,2023-02-09T16:56:00.300000Z,37.0,36.41,12.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000369,2023-02-09T16:53:02.200000Z,37.39,36.94,6.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000367,2023-02-09T16:49:44.000000Z,38.06,36.5,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000412,2023-02-09T16:47:44.000000Z,37.9,37.93,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000358,2023-02-09T16:30:23.600000Z,38.02,38.21,5.0,3.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000349,2023-02-09T16:20:28.700000Z,37.17,37.03,4.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000361,2023-02-09T16:15:34.100000Z,37.38,36.88,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000357,2023-02-09T16:14:31.900000Z,37.53,37.17,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000350,2023-02-09T16:08:55.700000Z,38.07,36.63,5.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000360,2023-02-09T16:01:05.700000Z,38.06,38.36,4.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000342,2023-02-09T15:55:06.600000Z,38.04,37.45,6.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000348,2023-02-09T15:50:53.300000Z,37.19,36.75,7.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000345,2023-02-09T15:49:15.900000Z,38.04,36.58,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000341,2023-02-09T15:47:36.900000Z,37.34,36.86,5.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000339,2023-02-09T15:46:08.700000Z,37.35,36.89,6.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000337,2023-02-09T15:42:07.600000Z,37.42,36.97,3.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000335,2023-02-09T15:34:17.200000Z,37.98,36.4,13.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000336,2023-02-09T15:30:44.100000Z,38.25,37.03,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000330,2023-02-09T15:21:07.900000Z,38.04,37.7,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000329,2023-02-09T15:18:50.500000Z,37.32,37.07,8.0,3.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000471,2023-02-09T15:11:21.800000Z,37.38,36.94,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000325,2023-02-09T15:03:10.800000Z,38.22,38.07,9.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000322,2023-02-09T14:55:01.800000Z,38.08,37.47,2.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000307,2023-02-09T14:37:41.700000Z,37.03,36.73,2.0,3.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000311,2023-02-09T14:34:28.800000Z,37.9,36.63,2.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000301,2023-02-09T14:23:38.000000Z,38.25,38.13,4.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000297,2023-02-09T14:17:45.700000Z,38.19,37.84,5.0,3.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000302,2023-02-09T14:14:53.800000Z,38.09,36.62,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000295,2023-02-09T14:06:25.600000Z,37.99,36.52,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000324,2023-02-09T13:58:55.300000Z,37.79,37.43,4.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000276,2023-02-09T13:56:33.200000Z,38.19,37.19,5.0,2.8,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000273,2023-02-09T13:39:50.700000Z,37.36,36.71,10.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000270,2023-02-09T13:34:13.200000Z,38.05,36.7,7.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000268,2023-02-09T13:27:51.700000Z,38.14,37.81,5.0,4.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000266,2023-02-09T13:20:31.800000Z,38.18,36.77,5.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000265,2023-02-09T13:14:52.800000Z,37.99,36.36,4.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000263,2023-02-09T13:11:46.900000Z,36.52,36.48,5.0,3.2,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000334,2023-02-09T13:05:26.000000Z,37.59,37.92,5.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000262,2023-02-09T13:02:29.000000Z,38.12,37.93,13.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000259,2023-02-09T12:54:41.100000Z,38.12,36.83,3.0,3.1,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000257,2023-02-09T12:52:23.400000Z,38.05,36.51,5.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000255,2023-02-09T12:48:03.300000Z,37.76,35.63,5.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000254,2023-02-09T12:46:08.100000Z,37.93,38.08,7.0,2.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000253,2023-02-09T12:45:05.300000Z,38.11,37.78,2.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000251,2023-02-09T12:39:44.500000Z,36.96,36.55,8.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000249,2023-02-09T12:35:21.400000Z,37.7,37.37,8.0,3.4,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000246,2023-02-09T12:27:46.900000Z,38.04,37.64,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000343,2023-02-09T12:11:38.800000Z,38.08,38.2,10.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000244,2023-02-09T12:08:33.600000Z,38.29,38.22,5.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000243,2023-02-09T12:05:22.100000Z,37.95,36.59,13.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000242,2023-02-09T11:55:10.000000Z,38.05,38.25,5.0,2.7,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000240,2023-02-09T11:50:32.000000Z,38.01,36.41,5.0,3.0,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000239,2023-02-09T11:48:30.700000Z,38.04,37.71,5.0,3.9,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000232,2023-02-09T11:26:32.200000Z,38.25,38.02,8.0,2.5,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000234,2023-02-09T11:23:10.700000Z,38.05,36.6,5.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000229,2023-02-09T11:17:31.500000Z,38.01,37.64,7.0,2.6,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000230,2023-02-09T11:14:50.100000Z,38.05,37.7,4.0,3.3,ml,,,EMSC_FDSN
quakeml:eu.emsc/event/20230209_0000226,2023-02-09T11:11:26.400000Z,38.03,38.06,14.0,3.1,ml,,,EMSC_FDSN
