event_id,origin_time,latitude,longitude,depth_km,magnitude,region
smi:ISC/evid=626757912,2023-03-13T00:28:09.900000Z,39.3592,26.2808,12.9,1.8,aegean
smi:ISC/evid=626757924,2023-03-13T01:05:23.900000Z,38.3408,27.1933,3.8,1.9,aegean
smi:ISC/evid=626757982,2023-03-13T04:00:27.000000Z,40.439,27.571,7.0,1.9,marmara
smi:ISC/evid=626757984,2023-03-13T04:05:36.400000Z,40.6548,30.484,8.3,1.6,marmara
smi:ISC/evid=626757994,2023-03-13T04:41:16.600000Z,38.507,39.4425,11.3,2.0,eastern_anatolia
smi:ISC/evid=626757996,2023-03-13T04:45:55.500000Z,38.6668,35.2578,5.0,2.5,central_anatolia
smi:ISC/evid=626758006,2023-03-13T05:39:12.700000Z,40.815,28.1897,10.7,2.3,marmara
smi:ISC/evid=626758008,2023-03-13T05:43:46.500000Z,40.8775,28.0375,26.2,1.8,marmara
smi:ISC/evid=626758036,2023-03-13T08:19:48.400000Z,39.1523,27.9498,14.9,1.8,aegean
smi:ISC/evid=626758058,2023-03-13T10:22:44.700000Z,40.7803,27.4858,12.7,1.7,marmara
smi:ISC/evid=642873658,2023-03-13T10:38:25.000000Z,39.879,40.149,7.0,1.7,eastern_anatolia
smi:ISC/evid=626758063,2023-03-13T11:08:17.000000Z,38.924,43.609,14.0,1.7,eastern_anatolia
smi:ISC/evid=626758078,2023-03-13T12:35:56.000000Z,38.468,39.357,8.3,1.7,eastern_anatolia
smi:ISC/evid=626758082,2023-03-13T12:58:21.000000Z,40.821,27.518,7.0,1.9,marmara
smi:ISC/evid=626758143,2023-03-13T17:33:42.900000Z,37.9123,27.0258,24.2,2.4,aegean
smi:ISC/evid=626758149,2023-03-13T17:57:36.900000Z,38.5058,40.3772,8.9,2.3,eastern_anatolia
smi:ISC/evid=626758153,2023-03-13T18:08:23.000000Z,38.223,39.016,7.0,1.9,eastern_anatolia
smi:ISC/evid=626758174,2023-03-13T19:11:29.000000Z,38.685,35.284,13.3,1.5,central_anatolia
smi:ISC/evid=626758209,2023-03-13T21:11:03.000000Z,38.457,39.472,5.5,1.5,eastern_anatolia
smi:ISC/evid=626758211,2023-03-13T21:16:02.000000Z,38.222,39.02,10.4,1.6,eastern_anatolia
smi:ISC/evid=626758233,2023-03-13T22:17:23.400000Z,38.5068,39.2173,3.8,1.6,eastern_anatolia
smi:ISC/evid=626758234,2023-03-13T22:18:44.000000Z,38.461,39.167,7.1,1.9,eastern_anatolia
smi:ISC/evid=626758245,2023-03-13T22:58:03.400000Z,38.7435,35.3558,1.6,2.0,central_anatolia
smi:ISC/evid=626758246,2023-03-13T22:58:42.900000Z,40.6783,30.4197,14.8,1.6,marmara
smi:ISC/evid=626758248,2023-03-13T23:02:00.000000Z,40.678,30.456,7.0,1.7,marmara
smi:ISC/evid=626758251,2023-03-13T23:21:52.900000Z,39.2392,26.7273,7.5,1.8,aegean
smi:ISC/evid=626758297,2023-03-14T01:48:17.200000Z,39.9872,42.344,6.3,1.9,eastern_anatolia
smi:ISC/evid=626758299,2023-03-14T01:51:56.600000Z,38.4987,39.4622,6.8,2.2,eastern_anatolia
smi:ISC/evid=642873791,2023-03-14T03:22:26.000000Z,39.369,26.263,7.6,1.7,aegean
smi:ISC/evid=626691229,2023-03-14T03:41:39.400000Z,38.9512,27.292,5.5,2.3,aegean
smi:ISC/evid=626758324,2023-03-14T04:05:52.400000Z,38.8373,27.7705,10.2,2.2,aegean
smi:ISC/evid=626758349,2023-03-14T05:29:28.600000Z,38.7155,39.7572,9.7,2.0,eastern_anatolia
smi:ISC/evid=642873877,2023-03-14T09:44:12.000000Z,39.191,40.211,7.2,1.6,eastern_anatolia
smi:ISC/evid=626758413,2023-03-14T10:04:27.000000Z,38.607,40.4498,11.5,2.1,eastern_anatolia
smi:ISC/evid=626758419,2023-03-14T10:27:42.900000Z,39.0182,40.1787,8.5,2.2,eastern_anatolia
smi:ISC/evid=626758468,2023-03-14T13:04:32.100000Z,38.1108,27.4962,7.3,2.0,aegean
smi:ISC/evid=626758480,2023-03-14T13:47:38.200000Z,39.2197,41.026,5.0,1.9,eastern_anatolia
smi:ISC/evid=626758486,2023-03-14T14:08:25.100000Z,37.8362,26.9743,5.1,2.0,aegean
smi:ISC/evid=626758492,2023-03-14T14:35:24.000000Z,38.357,39.076,12.4,1.8,eastern_anatolia
smi:ISC/evid=626758506,2023-03-14T15:28:48.000000Z,38.284,41.502,7.0,2.2,eastern_anatolia
smi:ISC/evid=642873963,2023-03-14T16:53:28.000000Z,37.843,26.767,7.1,1.6,aegean
smi:ISC/evid=626758542,2023-03-14T17:00:34.000000Z,38.472,39.451,7.0,3.1,eastern_anatolia
smi:ISC/evid=626758543,2023-03-14T17:03:26.000000Z,38.473,39.468,7.0,1.9,eastern_anatolia
smi:ISC/evid=626758545,2023-03-14T17:10:18.000000Z,38.476,39.469,7.3,1.5,eastern_anatolia
smi:ISC/evid=626758547,2023-03-14T17:13:47.000000Z,38.507,40.316,7.0,2.8,eastern_anatolia
smi:ISC/evid=626758548,2023-03-14T17:15:10.000000Z,38.3368,27.2045,5.4,1.8,aegean
smi:ISC/evid=626758552,2023-03-14T17:23:03.000000Z,38.8655,40.146,8.4,2.4,eastern_anatolia
smi:ISC/evid=626758581,2023-03-14T18:37:41.200000Z,38.3492,39.2728,17.0,1.7,eastern_anatolia
smi:ISC/evid=626758599,2023-03-14T19:15:23.000000Z,38.466,39.455,7.0,1.7,eastern_anatolia
smi:ISC/evid=626758648,2023-03-14T22:06:36.900000Z,39.3963,42.1562,14.4,2.0,eastern_anatolia
smi:ISC/evid=626758664,2023-03-14T22:48:38.000000Z,38.358,39.058,7.0,1.7,eastern_anatolia
smi:ISC/evid=642874060,2023-03-14T23:36:43.000000Z,40.199,31.782,7.0,1.7,central_anatolia
smi:ISC/evid=626758706,2023-03-15T00:14:34.500000Z,39.8333,43.5748,5.4,1.6,eastern_anatolia
smi:ISC/evid=626758708,2023-03-15T00:18:42.900000Z,37.896,27.0992,11.6,1.9,aegean
smi:ISC/evid=626758715,2023-03-15T00:39:10.800000Z,37.8892,26.4945,5.9,1.7,aegean
smi:ISC/evid=642874070,2023-03-15T01:08:42.000000Z,38.275,41.511,7.0,1.5,eastern_anatolia
smi:ISC/evid=642874087,2023-03-15T02:06:36.900000Z,38.6557,35.3322,5.4,1.9,central_anatolia
smi:ISC/evid=626758754,2023-03-15T02:07:57.000000Z,39.2283,40.3232,8.4,2.4,eastern_anatolia
smi:ISC/evid=626758774,2023-03-15T03:21:05.900000Z,38.3055,39.4015,3.1,2.4,eastern_anatolia
smi:ISC/evid=626758783,2023-03-15T03:58:48.800000Z,38.952,42.0427,6.2,2.4,eastern_anatolia
smi:ISC/evid=626758812,2023-03-15T05:17:59.600000Z,38.3543,28.1223,7.3,1.6,aegean
smi:ISC/evid=626758825,2023-03-15T05:58:44.900000Z,41.06,27.6482,10.6,1.8,marmara
smi:ISC/evid=626758860,2023-03-15T08:24:50.000000Z,40.361,27.458,7.0,2.3,marmara
smi:ISC/evid=626758926,2023-03-15T13:35:54.000000Z,40.067,30.136,7.0,1.5,marmara
smi:ISC/evid=626758928,2023-03-15T13:45:33.800000Z,39.3773,26.2459,12.4,2.0,aegean
smi:ISC/evid=642874174,2023-03-15T15:26:30.000000Z,39.675,40.611,7.0,1.5,eastern_anatolia
smi:ISC/evid=626759006,2023-03-15T18:49:33.500000Z,39.9072,41.0705,7.4,2.2,eastern_anatolia
smi:ISC/evid=642874236,2023-03-15T19:47:56.000000Z,39.892,40.547,7.0,1.5,eastern_anatolia
smi:ISC/evid=626759020,2023-03-15T19:51:48.400000Z,40.5028,29.1905,10.4,1.7,marmara
smi:ISC/evid=626759033,2023-03-15T20:35:47.000000Z,38.647,39.724,6.4,1.8,eastern_anatolia
smi:ISC/evid=626759035,2023-03-15T20:50:13.400000Z,38.1523,42.3182,13.5,2.0,eastern_anatolia
smi:ISC/evid=626759042,2023-03-15T21:17:34.000000Z,39.366,41.17,7.0,1.5,eastern_anatolia
smi:ISC/evid=626759059,2023-03-15T22:18:56.400000Z,39.4867,26.868,9.1,2.5,aegean
smi:ISC/evid=626759069,2023-03-15T23:35:23.900000Z,39.3083,28.2562,5.4,2.2,aegean
smi:ISC/evid=626759073,2023-03-16T00:04:30.000000Z,37.9662,27.7233,5.2,1.9,aegean
smi:ISC/evid=626759076,2023-03-16T00:22:51.600000Z,40.6825,30.4195,5.4,2.0,marmara
smi:ISC/evid=642874308,2023-03-16T00:23:51.000000Z,38.683,35.288,7.0,2.3,central_anatolia
smi:ISC/evid=626759082,2023-03-16T01:02:16.400000Z,39.18,40.3845,7.7,2.0,eastern_anatolia
smi:ISC/evid=626759107,2023-03-16T03:17:03.000000Z,38.292,42.932,10.1,1.5,eastern_anatolia
smi:ISC/evid=626759109,2023-03-16T03:28:13.000000Z,40.659,30.474,7.0,1.9,marmara
smi:ISC/evid=626759115,2023-03-16T03:40:09.000000Z,38.703,39.951,7.0,3.0,eastern_anatolia
smi:ISC/evid=626759116,2023-03-16T03:42:28.100000Z,38.6128,39.8808,6.8,2.1,eastern_anatolia
smi:ISC/evid=626759128,2023-03-16T04:39:35.000000Z,39.105,40.387,7.0,2.6,eastern_anatolia
smi:ISC/evid=626759139,2023-03-16T06:19:31.900000Z,38.94,31.3607,5.3,2.1,central_anatolia
smi:ISC/evid=626759164,2023-03-16T07:26:36.300000Z,40.6707,30.4403,5.8,2.9,marmara
smi:ISC/evid=626759167,2023-03-16T07:33:25.600000Z,38.5632,40.4125,8.5,2.7,eastern_anatolia
smi:ISC/evid=626759185,2023-03-16T08:35:27.200000Z,39.9013,39.6208,18.8,2.3,eastern_anatolia
smi:ISC/evid=642874465,2023-03-16T09:38:11.000000Z,38.742,39.895,6.8,2.1,eastern_anatolia
smi:ISC/evid=626759228,2023-03-16T11:26:06.300000Z,40.3472,27.251,9.7,1.7,marmara
smi:ISC/evid=626759230,2023-03-16T11:30:03.200000Z,40.6555,30.4613,11.4,1.5,marmara
smi:ISC/evid=626759239,2023-03-16T12:05:46.300000Z,40.6538,30.4685,14.8,2.0,marmara
smi:ISC/evid=626759247,2023-03-16T12:35:29.900000Z,38.5823,40.4733,5.0,3.3,eastern_anatolia
smi:ISC/evid=642874489,2023-03-16T12:35:49.000000Z,38.239,39.098,7.0,2.6,eastern_anatolia
smi:ISC/evid=626759255,2023-03-16T13:12:34.900000Z,38.7065,39.8698,10.7,2.6,eastern_anatolia
smi:ISC/evid=642874521,2023-03-16T14:36:48.000000Z,38.578,39.763,7.0,2.3,eastern_anatolia
smi:ISC/evid=626759273,2023-03-16T14:50:46.800000Z,38.584,40.4312,8.4,2.2,eastern_anatolia
smi:ISC/evid=626759285,2023-03-16T15:50:33.000000Z,39.744,40.655,7.1,2.4,eastern_anatolia
smi:ISC/evid=626691245,2023-03-16T16:19:38.300000Z,39.365,26.277,7.1,3.1,aegean
smi:ISC/evid=626759320,2023-03-16T19:02:12.000000Z,38.523,40.284,6.8,1.6,eastern_anatolia
smi:ISC/evid=642874581,2023-03-16T20:10:52.000000Z,38.145,42.532,4.6,1.6,eastern_anatolia
smi:ISC/evid=626759351,2023-03-16T21:39:36.000000Z,40.101,34.176,6.5,1.6,central_anatolia
smi:ISC/evid=626759354,2023-03-16T21:47:34.800000Z,39.0785,41.6327,7.3,1.8,eastern_anatolia
smi:ISC/evid=626759366,2023-03-16T22:09:54.000000Z,38.622,39.656,8.1,2.4,eastern_anatolia
smi:ISC/evid=626691248,2023-03-17T00:18:30.800000Z,39.3566,26.2231,4.115,1.83,aegean
smi:ISC/evid=626759402,2023-03-17T00:41:09.300000Z,38.5013,39.2828,10.8,2.0,eastern_anatolia
smi:ISC/evid=626759408,2023-03-17T00:55:24.200000Z,39.3132,41.0145,6.9,1.6,eastern_anatolia
smi:ISC/evid=626759410,2023-03-17T01:00:29.000000Z,40.061,28.744,4.5,1.6,marmara
smi:ISC/evid=626759412,2023-03-17T01:05:30.300000Z,39.0978,41.3615,5.0,1.6,eastern_anatolia
smi:ISC/evid=642874645,2023-03-17T03:14:27.000000Z,39.738,40.612,7.0,1.9,eastern_anatolia
smi:ISC/evid=626759507,2023-03-17T08:05:14.400000Z,40.6668,30.4272,16.6,1.6,marmara
smi:ISC/evid=626759516,2023-03-17T09:06:54.300000Z,39.1273,40.3048,17.0,1.9,eastern_anatolia
smi:ISC/evid=626759524,2023-03-17T09:42:46.700000Z,38.9752,41.0618,5.4,2.0,eastern_anatolia
smi:ISC/evid=626759541,2023-03-17T10:51:34.600000Z,39.7435,40.4888,2.9,2.0,eastern_anatolia
smi:ISC/evid=626759552,2023-03-17T11:15:22.300000Z,38.8565,27.3033,9.9,2.1,aegean
smi:ISC/evid=626759561,2023-03-17T12:05:50.000000Z,39.906,39.825,7.0,1.6,eastern_anatolia
smi:ISC/evid=626759563,2023-03-17T12:08:31.600000Z,39.3599,26.2267,13.7,2.0,aegean
smi:ISC/evid=626759568,2023-03-17T12:34:38.100000Z,38.6155,39.4522,4.4,1.8,eastern_anatolia
smi:ISC/evid=626759586,2023-03-17T14:41:40.300000Z,39.77,40.6702,5.0,2.4,eastern_anatolia
smi:ISC/evid=626759601,2023-03-17T16:04:59.000000Z,37.954,27.602,7.0,2.1,aegean
smi:ISC/evid=642874733,2023-03-17T16:18:11.000000Z,38.875,27.272,7.0,1.7,aegean
smi:ISC/evid=626759605,2023-03-17T16:49:08.000000Z,38.501,40.316,9.0,2.8,eastern_anatolia
smi:ISC/evid=642874746,2023-03-17T16:52:29.000000Z,39.442,26.295,6.9,1.6,aegean
smi:ISC/evid=642874771,2023-03-17T17:42:27.000000Z,38.259,39.464,11.7,1.6,eastern_anatolia
smi:ISC/evid=626759611,2023-03-17T18:14:53.000000Z,40.652,30.454,7.0,2.1,marmara
smi:ISC/evid=642874786,2023-03-17T18:26:47.000000Z,38.636,39.717,7.7,1.6,eastern_anatolia
smi:ISC/evid=626759624,2023-03-17T19:22:24.000000Z,40.478,35.767,10.8,1.5,central_anatolia
smi:ISC/evid=626759625,2023-03-17T19:28:01.000000Z,39.74,40.646,7.1,1.9,eastern_anatolia
smi:ISC/evid=642272596,2023-03-17T21:02:59.300000Z,38.9456,26.2637,13.4,1.6,aegean
smi:ISC/evid=626691256,2023-03-17T21:56:39.800000Z,39.3707,26.2673,11.0,2.6,aegean
smi:ISC/evid=626691259,2023-03-17T21:57:29.900000Z,38.9013,27.5447,6.1,2.5,aegean
smi:ISC/evid=626759650,2023-03-17T21:59:53.000000Z,39.726,40.465,7.0,2.3,eastern_anatolia
smi:ISC/evid=626759657,2023-03-17T22:24:43.400000Z,39.0458,40.4443,6.1,2.1,eastern_anatolia
smi:ISC/evid=626759668,2023-03-17T22:55:41.700000Z,40.8142,30.7085,4.9,1.5,marmara
smi:ISC/evid=626759675,2023-03-17T23:10:34.000000Z,38.621,32.078,7.0,1.9,central_anatolia
smi:ISC/evid=626759686,2023-03-17T23:39:16.100000Z,39.3912,26.2078,5.0,1.6,aegean
smi:ISC/evid=626759758,2023-03-18T03:03:23.000000Z,38.469,39.661,10.0,2.0,eastern_anatolia
smi:ISC/evid=626759760,2023-03-18T03:10:59.000000Z,38.471,39.65,7.2,1.6,eastern_anatolia
smi:ISC/evid=626759774,2023-03-18T03:41:35.000000Z,38.7243,35.235,1.7,1.8,central_anatolia
smi:ISC/evid=626759796,2023-03-18T05:21:19.900000Z,40.658,30.4793,10.9,1.7,marmara
smi:ISC/evid=626759804,2023-03-18T05:32:04.600000Z,37.8767,27.2603,14.0,1.6,aegean
smi:ISC/evid=626759822,2023-03-18T06:44:36.300000Z,40.6673,30.38,18.2,1.6,marmara
smi:ISC/evid=626759824,2023-03-18T06:46:45.900000Z,39.323,26.4423,14.6,1.5,aegean
smi:ISC/evid=626759828,2023-03-18T06:58:42.000000Z,39.2112,27.5897,10.7,1.5,aegean
smi:ISC/evid=626759865,2023-03-18T09:08:08.800000Z,38.324,27.2683,13.6,1.6,aegean
smi:ISC/evid=642875014,2023-03-18T10:14:46.000000Z,38.468,39.485,4.4,2.4,eastern_anatolia
smi:ISC/evid=626759886,2023-03-18T10:35:14.500000Z,39.0672,27.5168,9.4,1.7,aegean
smi:ISC/evid=626759895,2023-03-18T11:13:07.900000Z,38.3622,27.226,4.0,1.7,aegean
smi:ISC/evid=626759898,2023-03-18T11:13:55.600000Z,38.3477,27.2195,3.8,2.3,aegean
smi:ISC/evid=626759900,2023-03-18T11:15:33.400000Z,38.3823,27.211,12.7,1.9,aegean
smi:ISC/evid=626759901,2023-03-18T11:16:40.600000Z,38.3648,27.2342,2.3,1.7,aegean
smi:ISC/evid=626759903,2023-03-18T11:45:19.300000Z,38.3527,27.2473,5.0,1.6,aegean
smi:ISC/evid=626759914,2023-03-18T12:11:12.000000Z,38.375,27.2483,5.0,1.6,aegean
smi:ISC/evid=626759918,2023-03-18T12:29:39.100000Z,38.9675,28.1968,4.9,1.6,aegean
smi:ISC/evid=626691271,2023-03-18T12:46:57.700000Z,38.3625,27.2295,6.8,2.5,aegean
smi:ISC/evid=626759921,2023-03-18T12:50:07.900000Z,37.7583,26.43,8.0,2.0,aegean
smi:ISC/evid=626759923,2023-03-18T12:53:58.800000Z,38.4127,27.2313,11.2,1.9,aegean
smi:ISC/evid=626759926,2023-03-18T12:56:37.100000Z,38.398,27.219,4.4,1.9,aegean
smi:ISC/evid=626759932,2023-03-18T13:18:08.800000Z,38.3795,27.2605,12.3,1.5,aegean
smi:ISC/evid=626759963,2023-03-18T14:48:31.000000Z,38.521,39.593,7.0,1.6,eastern_anatolia
smi:ISC/evid=626759966,2023-03-18T14:55:05.500000Z,39.3038,26.2633,5.2,1.6,aegean
smi:ISC/evid=642875055,2023-03-18T15:19:30.000000Z,38.518,39.573,9.1,1.5,eastern_anatolia
smi:ISC/evid=626759976,2023-03-18T15:48:22.800000Z,38.3123,27.2438,2.4,2.0,aegean
smi:ISC/evid=626759977,2023-03-18T15:49:01.600000Z,38.5095,39.849,5.0,2.3,eastern_anatolia
smi:ISC/evid=626691274,2023-03-18T17:44:28.000000Z,38.855,26.128,8.3,1.8,aegean
smi:ISC/evid=626760007,2023-03-18T17:45:00.900000Z,40.699,30.635,23.8,1.7,marmara
smi:ISC/evid=642875085,2023-03-18T17:47:22.000000Z,38.444,39.143,6.9,1.5,eastern_anatolia
smi:ISC/evid=626760017,2023-03-18T18:37:29.000000Z,38.33,40.128,12.2,1.6,eastern_anatolia
smi:ISC/evid=626760025,2023-03-18T19:39:17.000000Z,38.891,27.798,6.8,1.9,aegean
smi:ISC/evid=626760031,2023-03-18T19:56:58.600000Z,38.7103,39.7152,5.0,2.0,eastern_anatolia
smi:ISC/evid=626760045,2023-03-18T21:20:10.900000Z,38.3403,27.2197,7.4,2.3,aegean
smi:ISC/evid=626760057,2023-03-18T22:20:22.200000Z,40.5292,29.2973,12.9,2.1,marmara
smi:ISC/evid=626760060,2023-03-18T22:31:13.000000Z,38.769,43.225,7.0,1.7,eastern_anatolia
smi:ISC/evid=626760062,2023-03-18T22:44:33.200000Z,38.3053,27.1825,20.1,1.5,aegean
smi:ISC/evid=626760065,2023-03-18T22:53:34.000000Z,39.321,27.748,10.1,1.7,aegean
smi:ISC/evid=626760071,2023-03-18T23:03:54.000000Z,38.3277,27.2492,5.0,1.8,aegean
smi:ISC/evid=626760073,2023-03-18T23:04:38.000000Z,38.971,42.023,7.0,1.5,eastern_anatolia
smi:ISC/evid=626760074,2023-03-18T23:05:07.400000Z,38.3617,27.228,11.4,1.6,aegean
smi:ISC/evid=626691276,2023-03-18T23:21:58.300000Z,38.3658,27.233,6.7,2.3,aegean
smi:ISC/evid=626760100,2023-03-19T00:21:50.000000Z,39.9545,39.532,5.0,2.5,eastern_anatolia
smi:ISC/evid=626760105,2023-03-19T00:33:58.000000Z,38.587,27.582,7.0,1.5,aegean
smi:ISC/evid=626760121,2023-03-19T01:39:07.000000Z,40.359,34.6557,3.2,1.5,central_anatolia
smi:ISC/evid=626760161,2023-03-19T04:46:20.500000Z,38.3735,27.2197,13.1,2.1,aegean
smi:ISC/evid=626760162,2023-03-19T04:47:44.400000Z,38.3618,27.2982,1.3,1.6,aegean
smi:ISC/evid=626760167,2023-03-19T05:11:04.000000Z,38.628,39.735,10.6,2.0,eastern_anatolia
smi:ISC/evid=626760172,2023-03-19T05:38:33.300000Z,40.7907,30.995,5.4,1.5,marmara
smi:ISC/evid=626760178,2023-03-19T05:55:44.500000Z,38.3353,27.2337,1.7,1.7,aegean
smi:ISC/evid=626760182,2023-03-19T06:22:32.900000Z,38.3363,27.2457,4.9,1.7,aegean
smi:ISC/evid=626760197,2023-03-19T07:38:18.000000Z,38.335,27.207,8.6,1.7,aegean
smi:ISC/evid=642875324,2023-03-19T08:17:47.000000Z,38.332,27.241,10.7,1.7,aegean
smi:ISC/evid=626760206,2023-03-19T09:15:48.800000Z,38.36,27.2205,6.3,2.3,aegean
smi:ISC/evid=642875357,2023-03-19T09:31:27.000000Z,38.417,39.267,7.2,1.6,eastern_anatolia
smi:ISC/evid=626760217,2023-03-19T10:22:55.000000Z,39.784,41.453,7.0,2.2,eastern_anatolia
smi:ISC/evid=626760220,2023-03-19T10:44:09.000000Z,38.618,39.721,7.4,1.9,eastern_anatolia
smi:ISC/evid=642875388,2023-03-19T10:44:25.000000Z,38.635,39.725,7.1,2.7,eastern_anatolia
smi:ISC/evid=642875469,2023-03-19T14:21:16.000000Z,38.719,35.306,7.0,1.8,central_anatolia
smi:ISC/evid=626760278,2023-03-19T15:50:59.800000Z,39.2497,40.2263,14.5,1.7,eastern_anatolia
smi:ISC/evid=626760291,2023-03-19T16:28:15.200000Z,38.3303,27.2273,6.5,2.1,aegean
smi:ISC/evid=626760297,2023-03-19T16:42:40.100000Z,38.3373,27.2325,7.0,2.0,aegean
smi:ISC/evid=626760323,2023-03-19T17:40:40.200000Z,38.0142,39.5943,5.0,1.5,eastern_anatolia
smi:ISC/evid=626760326,2023-03-19T17:50:45.100000Z,39.1828,40.1338,7.9,2.0,eastern_anatolia
smi:ISC/evid=626760332,2023-03-19T18:05:25.600000Z,38.3665,39.6488,5.0,1.6,eastern_anatolia
smi:ISC/evid=626760354,2023-03-19T18:53:17.000000Z,38.975,41.015,12.8,1.5,eastern_anatolia
smi:ISC/evid=626760359,2023-03-19T19:15:06.300000Z,38.3395,27.2208,5.3,2.4,aegean
smi:ISC/evid=626760374,2023-03-19T19:47:44.800000Z,38.6425,40.342,13.7,1.6,eastern_anatolia
smi:ISC/evid=626760382,2023-03-19T20:33:13.000000Z,38.229,27.306,8.7,1.6,aegean
smi:ISC/evid=626760395,2023-03-19T21:08:21.000000Z,39.795,40.644,7.0,2.7,eastern_anatolia
smi:ISC/evid=626760451,2023-03-19T23:42:09.000000Z,39.2,40.098,7.0,1.9,eastern_anatolia
smi:ISC/evid=626760466,2023-03-20T00:26:33.100000Z,39.6155,39.8675,5.5,2.6,eastern_anatolia
smi:ISC/evid=626760468,2023-03-20T00:29:00.400000Z,39.6127,39.814,4.5,1.8,eastern_anatolia
smi:ISC/evid=626760484,2023-03-20T01:46:43.500000Z,37.8143,27.009,4.8,1.5,aegean
smi:ISC/evid=642875679,2023-03-20T03:42:47.000000Z,39.866,41.11,5.1,1.8,eastern_anatolia
smi:ISC/evid=626760496,2023-03-20T03:51:11.400000Z,38.311,27.2392,5.0,2.0,aegean
smi:ISC/evid=626760520,2023-03-20T07:01:13.200000Z,38.6405,39.6702,25.3,1.8,eastern_anatolia
smi:ISC/evid=642875731,2023-03-20T07:03:41.000000Z,38.903,43.478,7.3,1.8,eastern_anatolia
smi:ISC/evid=642875747,2023-03-20T08:11:56.000000Z,39.419,27.837,7.0,1.6,aegean
smi:ISC/evid=642875751,2023-03-20T08:20:02.000000Z,39.413,26.27,7.0,1.9,aegean
smi:ISC/evid=626760560,2023-03-20T09:38:00.900000Z,39.4913,33.5088,5.1,1.7,central_anatolia
smi:ISC/evid=642875786,2023-03-20T09:39:07.000000Z,38.228,39.439,7.0,1.8,eastern_anatolia
smi:ISC/evid=626760575,2023-03-20T10:24:52.300000Z,38.4217,40.1713,5.3,2.0,eastern_anatolia
smi:ISC/evid=626760578,2023-03-20T10:31:32.000000Z,38.965,28.143,7.0,1.6,aegean
smi:ISC/evid=626760604,2023-03-20T12:55:08.400000Z,38.4107,39.2367,1.5,2.0,eastern_anatolia
smi:ISC/evid=626691300,2023-03-20T13:12:42.000000Z,39.368,26.217,17.4,2.7,aegean
smi:ISC/evid=642875826,2023-03-20T13:19:01.000000Z,38.334,27.186,10.1,1.7,aegean
smi:ISC/evid=642875833,2023-03-20T13:48:09.000000Z,38.326,27.181,7.3,1.7,aegean
smi:ISC/evid=626760642,2023-03-20T16:32:35.000000Z,38.439,39.562,9.5,1.5,eastern_anatolia
smi:ISC/evid=626760650,2023-03-20T16:43:35.500000Z,38.5178,40.3938,11.5,1.8,eastern_anatolia
smi:ISC/evid=626760665,2023-03-20T17:28:27.700000Z,39.028,33.004,19.9,1.5,central_anatolia
smi:ISC/evid=626760669,2023-03-20T17:41:18.300000Z,39.1268,32.851,10.1,1.5,central_anatolia
smi:ISC/evid=626760678,2023-03-20T18:15:58.800000Z,38.5623,40.4478,1.6,1.9,eastern_anatolia
smi:ISC/evid=626760694,2023-03-20T18:52:30.500000Z,39.3817,26.2698,6.5,2.4,aegean
smi:ISC/evid=626760718,2023-03-20T20:04:20.900000Z,38.3623,27.2235,7.2,2.5,aegean
smi:ISC/evid=626760748,2023-03-20T21:27:22.300000Z,38.357,27.2278,4.6,2.7,aegean
smi:ISC/evid=626760756,2023-03-20T21:43:20.000000Z,38.801,39.05,14.8,1.8,eastern_anatolia
smi:ISC/evid=626760769,2023-03-20T22:30:31.000000Z,40.782,27.868,7.0,1.6,marmara
smi:ISC/evid=626760778,2023-03-20T23:06:44.400000Z,38.3453,27.2253,7.6,2.3,aegean
smi:ISC/evid=626760780,2023-03-20T23:19:40.200000Z,38.3395,27.2302,7.1,1.6,aegean
smi:ISC/evid=626760801,2023-03-21T01:33:18.900000Z,39.0597,39.8878,5.0,2.2,eastern_anatolia
smi:ISC/evid=626760804,2023-03-21T01:52:31.900000Z,38.7885,26.6272,5.2,1.8,aegean
smi:ISC/evid=626760805,2023-03-21T02:03:49.000000Z,39.029,41.018,7.1,1.5,eastern_anatolia
smi:ISC/evid=642876004,2023-03-21T03:22:53.000000Z,40.148,31.886,7.0,1.5,central_anatolia
smi:ISC/evid=626760872,2023-03-21T07:20:47.100000Z,39.1413,32.79,1.9,2.2,central_anatolia
smi:ISC/evid=626760873,2023-03-21T07:27:23.500000Z,39.2427,40.2892,20.3,1.7,eastern_anatolia
smi:ISC/evid=626760889,2023-03-21T08:23:46.500000Z,38.478,27.2768,4.9,1.5,aegean
smi:ISC/evid=626760897,2023-03-21T09:48:29.900000Z,40.7503,30.8862,9.2,1.5,marmara
smi:ISC/evid=626760916,2023-03-21T11:12:55.000000Z,38.703,39.927,12.9,2.5,eastern_anatolia
smi:ISC/evid=642876062,2023-03-21T12:41:36.000000Z,40.092,31.978,7.0,1.8,central_anatolia
smi:ISC/evid=626760932,2023-03-21T12:58:48.700000Z,38.3557,27.2427,5.0,2.1,aegean
smi:ISC/evid=626760938,2023-03-21T13:16:56.400000Z,39.4533,31.5877,,1.5,central_anatolia
smi:ISC/evid=626760946,2023-03-21T15:02:53.900000Z,39.1478,40.8697,5.0,1.8,eastern_anatolia
smi:ISC/evid=626760969,2023-03-21T16:30:56.000000Z,40.13,33.278,9.0,1.8,central_anatolia
smi:ISC/evid=626760972,2023-03-21T16:49:23.600000Z,38.3437,27.199,7.0,1.6,aegean
